name,handle,public_date,raw_body,body_text,summary_text,sources,industry_ids,,,
morgan spurlock,@MorganSpurlock,14-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 14, 2017</p>
<p>He said he has been accused of rape and sexual harassment. He has stepped down from his production company and other companies have cut ties or stopped distribution of his projects.</p>
</div>","Publicly reported.        December 14, 2017. He said he has been accused of rape and sexual harassment. He has stepped down from his production company and other companies have cut ties or stopped distribution of his projects.",He said he has been accused of rape and sexual harassment. He has stepped down from his production company and other companies have cut ties or stopped distribution of his projects,"['http://www.twitlonger.com/show/n_1sqc244', 'https://www.nytimes.com/2017/12/14/arts/morgan-spurlock-sexual-misconduct.html', 'https://www.usatoday.com/story/life/people/2017/12/13/director-morgan-spurlock-says-hes-part-problem-sexual-misconduct/950744001/', 'http://deadline.com/2017/12/tnt-who-rules-the-world-tnt-series-suspended-morgan-spurlock-fired-scandal-pretty-matches-refinery29-1202228279/', 'https://www.nbcnews.com/storyline/sexual-misconduct/filmmaker-morgan-spurlock-admits-history-sexual-misconduct-n829581']",arts-entertainment,,,
jon heely,@JonHeely,8-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  8, 2017</p>
<p>He is accused of sexually abusing two underage girls. He has been charged with three felony counts of child sexual abuse and suspended without pay from Disney.</p>
</div>","Publicly reported.        December 8, 2017. He is accused of sexually abusing two underage girls. He has been charged with three felony counts of child sexual abuse and suspended without pay from Disney.",He is accused of sexually abusing two underage girls. He has been charged with three felony counts of child sexual abuse and suspended without pay from Disney,['http://variety.com/2017/biz/news/jon-heely-disney-music-group-child-sex-abuse-1202634502/'],arts-entertainment,,,
melanie martinez,@MelanieLBBH,5-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  5, 2017</p>
<p>A woman has said that Martinez raped her.</p>
</div>","Publicly reported.        December 5, 2017. A woman has said that Martinez raped her.",A woman has said that Martinez raped her,"['https://www.buzzfeed.com/krishrach/melanie-martinez-has-been-accused-of-rape-by-a-former-friend?utm_term=.jwvZEZe9a#.niyNlNbAD', 'http://www.eonline.com/news/898512/melanie-martinez-s-rape-accuser-timothy-heller-speaks-out-i-loved-her-even-after-it-happened']",arts-entertainment,,,
bryan singer,@BryanSinger,4-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  4, 2017</p>
<p>A man has sued Singer, saying he was raped by Singer at the age of 17.</p>
</div>","Publicly reported.        December 4, 2017. A man has sued Singer, saying he was raped by Singer at the age of 17.","A man has sued Singer, saying he was raped by Singer at the age of 17","['https://www.vox.com/cards/singer-lawsuit/who-is-bryan-singer', 'http://variety.com/2017/film/news/bryan-singer-cesar-sanchez-guzman-1202633573/', 'https://www.hollywoodreporter.com/heat-vision/bryan-singer-fired-directing-queen-biopic-set-chaos-1063977', 'http://beta.latimes.com/business/la-fi-ct-bryan-singer-20171208-story.html']",arts-entertainment,,,
peter martins,@PeterMartin_PCM,4-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  4, 2017</p>
<p>Multiple people say he sexually harassed or verbally or physically abused them, or abused his power through sexual relationships with other dancers. He has retired.</p>
</div>","Publicly reported.        December 4, 2017. Multiple people say he sexually harassed or verbally or physically abused them, or abused his power through sexual relationships with other dancers. He has retired.","Multiple people say he sexually harassed or verbally or physically abused them, or abused his power through sexual relationships with other dancers. He has retired","['https://www.nytimes.com/2017/12/04/arts/dance/peter-martins-new-york-city-ballet.html?_r=0', 'https://www.nytimes.com/2017/12/07/arts/dance/city-ballets-peter-martins-takes-leave-of-absence-after-misconduct-accusation.html?action=click&contentCollection=Dance&module=RelatedCoverage®ion=Marginalia&pgtype=article', 'https://www.nytimes.com/2017/12/09/arts/dance/team-to-lead-city-ballet-during-martins-sexual-harassment-probe.html?action=click&contentCollection=Dance&module=RelatedCoverage®ion=Marginalia&pgtype=article', 'https://www.nytimes.com/2017/12/12/arts/dance/peter-martins-ballet-new-york-city-physical-abuse.html', 'https://www.nytimes.com/2018/01/01/arts/dance/peter-martins-resigns-ballet.html']",arts-entertainment,,,
james levine,,3-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December  3, 2017</p>
<p>Multiple men have reported that he sexually abused them, some when they were teenagers. He has been fired from the Met, and the Ravinia Festival has cut ties with him.</p>
</div>","Publicly reported.        December 3, 2017. Multiple men have reported that he sexually abused them, some when they were teenagers. He has been fired from the Met, and the Ravinia Festival has cut ties with him.","Multiple men have reported that he sexually abused them, some when they were teenagers. He has been fired from the Met, and the Ravinia Festival has cut ties with him","['https://mobile.nytimes.com/2017/12/03/arts/music/james-levine-met-opera.html', 'https://www.nytimes.com/2017/12/04/arts/music/james-levine-met-opera.html', 'https://www.nytimes.com/2018/03/12/arts/music/james-levine-metropolitan-opera.html']",arts-entertainment,,,
israel horovitz,,30-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 30, 2017</p>
<p>Multiple women have said that he sexually harassed, sexually assaulted, or raped them. The Gloucester Stage theater has cut ties with him.</p>
</div>","Publicly reported.        November 30, 2017. Multiple women have said that he sexually harassed, sexually assaulted, or raped them. The Gloucester Stage theater has cut ties with him.","Multiple women have said that he sexually harassed, sexually assaulted, or raped them. The Gloucester Stage theater has cut ties with him",['https://www.nytimes.com/2017/11/30/theater/israel-horovitz-sexual-misconduct.html?smid=fb-share&referer=http://m.facebook.com'],arts-entertainment,,,
geoffrey rush,@GeoffreyRush,30-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 30, 2017</p>
<p>Two former co-stars have said he subjected them to unwanted sexual comments and inappropriate behavior.</p>
</div>","Publicly reported.        November 30, 2017. Two former co-stars have said he subjected them to unwanted sexual comments and inappropriate behavior.",Two former co-stars have said he subjected them to unwanted sexual comments and inappropriate behavior,"['https://www.smh.com.au/national/judge-in-rush-trial-takes-aim-at-bad-pun-in-king-leer-headline-20181108-p50epd.html', 'https://www.nytimes.com/2018/12/16/opinion/metoo-defamation-geoffrey-rush-yael-stone.html?smtyp=cur&smid=tw-nytimes']",arts-entertainment,,,
john lasseter,@JohnLasseter5,21-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 21, 2017</p>
<p>Multiple people said he had a pattern of sexually harassing women. He has taken a leave of absence from Pixar.</p>
</div>","Publicly reported.        November 21, 2017. Multiple people said he had a pattern of sexually harassing women. He has taken a leave of absence from Pixar.",Multiple people said he had a pattern of sexually harassing women. He has taken a leave of absence from Pixar,"['https://www.hollywoodreporter.com/news/john-lasseter-taking-leave-absence-pixar-missteps-1057113?utm_source=twitter&utm_source=t.co&utm_medium=referral&utm_source=t.co&utm_medium=referral', 'https://www.hollywoodreporter.com/news/john-lasseters-pattern-alleged-misconduct-detailed-by-disney-pixar-insiders-1059594']",arts-entertainment,,,
murray miller,,17-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 17, 2017</p>
<p>A woman has reported that he sexually assaulted her when she was 17 years old. Police have launched an investigation.</p>
</div>","Publicly reported.        November 17, 2017. A woman has reported that he sexually assaulted her when she was 17 years old. Police have launched an investigation.",A woman has reported that he sexually assaulted her when she was 17 years old. Police have launched an investigation,"['https://www.vox.com/culture/2017/11/21/16679078/lena-dunham-accused-woman-lying-rape-murray-miller-aurora-perrineau', 'http://variety.com/2017/tv/news/girls-writer-murray-miller-retraction-aurora-perrineau-1202633343/', 'https://www.thewrap.com/girls-murray-miller-aurora-perrineau-harold-perrineau-lost-oz/', 'http://variety.com/2017/tv/news/girls-writer-murray-miller-retraction-aurora-perrineau-1202633343/']",arts-entertainment,,,
sylvester stallone,@TheSlyStallone,16-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 16, 2017</p>
<p>A woman has reported that he and another man sexually assaulted her when she was 16.</p>
</div>","Publicly reported.        November 16, 2017. A woman has reported that he and another man sexually assaulted her when she was 16.",A woman has reported that he and another man sexually assaulted her when she was 16,['http://www.dailymail.co.uk/news/article-5081605/Sylvester-Stallone-accused-forcing-teen-threesome.html'],arts-entertainment,,,
ron jeremy,@RealRonJeremy,15-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 15, 2017</p>
<p>Multiple women have reported that he raped or sexually assaulted them, or subjected them to unwanted touching. He has been dropped from at least two industry events.</p>
</div>","Publicly reported.        November 15, 2017. Multiple women have reported that he raped or sexually assaulted them, or subjected them to unwanted touching. He has been dropped from at least two industry events.","Multiple women have reported that he raped or sexually assaulted them, or subjected them to unwanted touching. He has been dropped from at least two industry events",['http://www.rollingstone.com/culture/features/inside-ron-jeremy-sexual-misconduct-allegations-w511844'],arts-entertainment,,,
andy henry,,15-Nov-17,"<div class=""info-body"">
<p>Publicly reported
              November 15, 2017</p>
<p>Multiple women say he told them to take off their clothes as part of what he described as an acting exercise. He was fired from the show CSI and his firm in 2008 as a result of the reports, and placed on a leave of absence from his job in 2017 when the reports became public.</p>
</div>","Publicly reported.        November 15, 2017. Multiple women say he told them to take off their clothes as part of what he described as an acting exercise. He was fired from the show CSI and his firm in 2008 as a result of the reports, and placed on a leave of absence from his job in 2017 when the reports became public.","Multiple women say he told them to take off their clothes as part of what he described as an acting exercise. He was fired from the show CSI and his firm in 2008 as a result of the reports, and placed on a leave of absence from his job in 2017 when the reports became public",['http://www.hollywoodreporter.com/news/women-say-veteran-csi-casting-employee-coerced-disrobing-1058398'],arts-entertainment,,,
